"319004,""If you are a fan of pokemon you will love this game for the n64. Your main objective is to find pokemon and take the best possible pictures of them that you can. If you arent a fan of pokemon dont waste your money buying this game I dont think you will find it enjoyable at the least. Pokemon Snap has 7 very well designed levels of game play. The fun factor of this game I would rate is about an 8. I have heard rumors that there is going to be a sequal to this game hit in the near future. n64 games are over priced if you have the cash to buy this title go for it if your a fan you wont be disappointed.""";;;;;;;;;;;;;;
"320014,""What do you think about the Pokemon game &quot";Pokemon Snap&quot; for Nintendo 64? This game has been out for a while, yet, the craze for the game itself has died off, just like the craze for Pokemon in general will, eventually. Anyway, this game features on getting kids and pokemon connected in a 3-D world where they can finally meet one on one. Not only that, you can see them use their &quot;special abilities&quot; and sometimes even fighting other pokemon. But, as in all other games, it's not enough that you have to look at them, you have to take pictures of them. You're supposed to be a master photographer in the &quot;Pokemon world&quot;, named Ted (?). Professor Oak, the pokemon scientist has asked you to take pictures of them using a humvee sort of car-type object that also protects you so they can't hurt you. There's somewhere around 20 to 25 Pokemon on each course, and you're supposed to try to take a picture of all of them on each course. Sounds too easy for your mega-smart kid? Well, don't go thinking this is an easy task. You must do certain things (such as blowing on the pokeflute, or throwing a pester ball) to get a pokemon to turn around to look at you, or even to get Pokemon to come out! I took a cruise in the game and only took pictures without doing anything, like throwing pester balls, or playing the pokeflute, and only photographed 10 pokemon out of about 25! You have to be ready for everything. However, there are a few bad features in this game. Although the game itself is decent, you don't get enough &quot;action&quot; in the game for some energetic kids. You sometimes have to wait, wait, wait for a pokemon to come out and &quot;ask&quot; for it's picture to get taken. Another thing, you don't get enough picture taking, and sometimes it's even TOO hard to get some decent pictures! There's only about 6 or 7 courses in the game, but their pretty easy to pass (depending) to go on to the next level. The replay value isn't very good since you know how to get every Pokemon to come out. To sum everything up, here are my ratings (scale from 1 to 5): RATINGS*** Graphics: 4 Game in general: 3 Sound Quality: 3 Price: 2 Replay Value: 1 Difficulty: 3 Time taken to play game: 2 Addiction: 1 Worth the money: 2 General Information: 1 Player Rated &quot;Everyone&quot;" MAJOR SUGGESTIONS: *Rent the game for your kid, DON'T BUY IT IF YOU DON'T HAVE TO-THERE ARE BETTER GAMES! Try Pokemon Yellow instead of this game! *If you do want to buy it, at least wait until the prices go down (Christmas Sales) *Make sure your kid REALLY wants it before you buy! Be sure to check out my reviews on: *The Pokemon Movie *Pokemon Red, Yellow, and Blue Thanks a ton!""";;
"320073,""There are some products in the world that get an increased amount of attention over one another, and the &quot";Pokemon game paks&quot; are one of them. Pokemon Yellow, Red and Blue really don't have much difference, but because Pokemon Yellow is the newest Pokemon item on the market since &quot;Pokemon Pinball&quot;, which, from what I know, went to the dumps. However, this game seems to be different than the others (Red, Blue, and Pinball) because this game actually contains all 150 pokemon (for a change), and you don't have to buy that annoying little game link cable. Having all 150 pokemon in the game pak is very exciting, knowing you have (or can get) all of them without &quot;trading pokemon&quot;, as they call it. This is probably the biggest game on the market (currently) since the first pokemon game paks (Red and Blue) came out. Here are some things to consider when making a decision whether to buy the game paks or not (or which one(s) to buy)... Features, Pokemon RED: *All 3 Legendary bird Pokemon *Missing about 14 (?) pokemon (that pokemon blue has) *Forces you to trade with another person who has Pokemon Red to &quot;catch them all&quot; *Same, basically as Blue Features, Pokemon BLUE: *All 3 Legendary bird Pokemon *Missing about 14 (?) pokemon (that pokemon red has) *Forces you to trade with another person who has Pokemon Blue to &quot;catch them all&quot; *Same, basically as Red Features, Pokemon YELLOW: *All 3 Legendary bird Pokemon *No missing Pokemon *No need to trade for any Pokemon with another person *Pikachu &quot;follows&quot; you around in the game *More like the TV show series &quot;Pokemon&quot;" *Rumors about more than 150 pokemon (?) *Rumors of the superior pokemon, MEW, in the game somewhere *Little more expensive than Red and Blue (currently) (Pokemon Yellow) OTHER NOTES: Ages: 7-13 (?) Time: As long as you want Easy to use: yes Fun: yes Addicted easily: yes RANKS (scale 1-5): Usability: 4 Action: 4 Length of time to win: 2 Addicted easily: 5 Same as older games of it's type: 2 Compares with other products (pokemon red, blue): 2"""
"324014,""I will admit I did think that this game would be a huge flop. But I was wrong. I rented this game and it was awesome. For some reason traveling around to different boards and taking pictures of pokemon for points trying to beat the game was fun. You always wanted to out due your last score. This game even though seems like it is boring but it really isn't. Many of my friends bought this game also and they have loved it,,they couldn't stop playing it until they beat it...As hard as it is to believe this game is good. The graphics are surprisingly awesome. And the storyline it is also good. This game gets a perfect 10 from me and everyone should play this game at least once.""";;;;;;;;;;;;;;
"339384,""My 11 year old nephew just got Pokemon Snap for Christmas. I watched him play it for the last 2 days, even joining in myself now an then. I feel this is an excellent game for all ages, although some older kids probably wouldn't like it. I thought it was wonderful in that it shows kids, especially younger kids, that not all games need to revolve around shooting, maiming and killing. It could teach younger kids pattern recognition, patience, and hand-eye coordination. Older kids could learn patience from it as you have to go back thru most levels later on, much different from most &quot";if it moves, shoot it&quot;" games on the market today. I found it most enjoyable, and would highly recommend this game to anyone who asked if I thought it was appropriate for their younger children.""";;;;;;;;;;;;
"341053,""Pokemon--the little pocket monsters from Japan have captivated our kids from almost the day they arrived in this land of ours. The Pokemon phenomena has been the product of flooding the market with everything that has to do with Pokemon"; from lunch boxes to underwear. Sheesh. The product I'm reviewing today comes somewhere between action figures and Happy Meal toys. I'm doing Pokemon Snap from Nintendo. This product is available exclusively for the Nintendo 64 console gaming system. To start off with, the concept of the game is to take snapshots of your favorite Pokemon (and virtually all the ones you come across) and you earn points for the quality of the picture and rarity of the Pokemon you're taking a picture of. You, the player, play the role of the young photographer known as Todd, but you can change your name in the game if you want to. Say for example, you see a Bulbasaur. You can take a picture of him. All you have to do is focus the camera on him and snap! You're guided through the level on a little coal mine sort of cart contraption called the Zero One. To move to the next level, you have to attain a certain amount of points and get. You do this by taking pictures and making them good. At the end of a level, Professor Oak (he's prominently featured in the TV show if you watch it!) will judge your pictures and grade them accordingly. If you took crappy pictures where you can hardly see the Pokemon, then you'll get a low score, and the system works like that. You also get extra points if you catch the Pokemon in a happy pose! So what do I really think of this game? It's great to play. But if you're older than 6 or 7 years old then you'll quickly get bored and you'll probably realize that there's no point in playing it after you complete the game. I mean, you already know what's going to happen, and chances are if you've found all the Pokemon already you'll probably be thinking that you would have been better off just renting the game from Blockbuster or something. That's just how some one in grades higher than 3rd grade would probably feel. They'd be like, &quot;Oh, mom, that game's boring. I already beat it and there's nothing left to do with it.&quot;". So that's the main problem with the game. The game features very little replay value. It would have been better if something extra happens when you beat the game. For instance: new levels are opened up that feature newly added Pokemon. In other words, they could have included all the Pokemon, but introduced them at different times when the game is completed. That would give that 3rd grader a reason to keep playing and playing, until they got all the Pokemon. But the game didn't work that way. Hmmm... What do I like about the game? I like how easy it was to play. There was no thumb murdering by having to use the Nintendo's joystick constantly and it's great for little kids to play too, since they don't worry about replay value and they don't have to learn about the buttons allover the keypad. It's also very cute. I LOVE Pikachu (the whole scheme's main character)! Also, it's a game that anyone can curl up and play. From little kids who need to learn about hand-eye-coordination from 38 year olds who just got off from work. It's a non-violent game, which steers away from the seemingly main theme of video games today. What can you like about the game? If you're a parent looking to buy a game for your kid, but you don't want to expose them to violence and stuff like that, Pokemon Snap is the game that you would want to buy them. The game is a great way for them to have fun without getting hurt and they can take pictures of their favorite little TV monsters. Also, you don't have to worry about your kid running around imitating any thing in the game, except for them maybe wanting to become mini-photographers. They won't go around poking people, or trying to shoot someone with their imaginary gun. But if you're one of those hardcore gamer types then this game isn't for you. As you've probably already read, there's absolutely no violence in this game. And you're not in total control either. You're in the Zero One and it moves you along through the level. Once you've missed something, you can't go back to take a picture of it. Also, the idea isn't exactly revolutionary and neither are the graphics, if you're one of those people that actually considers that when buying a game. Pokemon Snap is a snap to play and is fun for the pay. Go get a copy today, that is, if you don't care much about replay value. If you do, just check it out anyway. Rent it. Head on over to Blockbuster and check it out. Pikkkaachuuuu!!!""";;;;;;;;;;;
"344045,""Pokemon! Pokemon! Pokemon! What doesn't have this name on it on the toy market these days? Well obviously the video game industry has it. If you really look beyond the name, Pokemon Snap really isn't a good game. I mean it's sort of a boring and childish game. You sit in this vehicle and take pictures of 63 different Pokemon. I think most don't notice this for two reasons: a.)that it is geared toward a younger gamer b.)it has the name Pokemon and with a name like that it has to be good However, it is not expensive even though it is a hot item and there is no violence or bad values taught by it (like most Pokemon games have). In conclusion, there is much better Pokemon merchandise that this video game.""";;;;;;;;;;;;;;
"355066,""Pokemon Snap for Nintendo 64 is a new and highly original game. It has teriffic graphics, great sound effects, hummable songs, and some of the most fun and original characters I have seen in a video game. The game play is teriffic also. I have never played a game where the goal is to photograph wild animals (Pokemon) on different areas of a mysterious island. You get rated on the quality of your photographs. It is so challenging and frustrating sometimes, that I find myself playing for hours! Me and my friends were amazed at how entertaining this game is. Once you get some great shots, you can even get them printed out onto stickers at a BlockBuster store! It is a fun challenging game that will keep you playing for weeks (or more!)""";;;;;;;;;;;;;;
"357018,""In the recent wave of Pokemon products they have tried to pass almost everything off, from toys, movies and of course video games. Unlike the actual gameboy game this version involves no fighting, no plot (well such a limited one I consider it nothing) and in general no entertainment. There are, like always, exceptions to this rule and I have known a number of small children who enjoy the game. If you are considering this game for a poke-card collector or other hardcore Pokemon fan you will find them very disappointed and yourself back in the store (the return line this time). The game revolves around taking pictures of the various creatures in a simulated environment from a train. This is everything! I was quite disappointed and glad that I only rented the game at Blockbuster. Blockbuster offers a service where you can bring in saved pictures and print them out (at a goodly profit to the store). The resolution of the game is good but not good enough for pictures. I would much rather spend a similar amount on a real camera and film (you could most likely even get it developed for the cost of the game as well). Nature once again trumps Nintendo for simulation. This is only for some people, most of them are still watching Barney and miss out on the content. How bout a better title for this game: &quot";Take medium resolution fake pictures and pay $2 to print them out at Blockbuster!&quot;". Avoid it in general..""";;;;;;;;;;;;
"364919,""Pokemon is still a strange phenomenon to me. I really think I missed out on something or maybe I just didn't care enough, who's to say. But either way, the modern pre-adolescent world still revolves around Pokemon, as does Nintendo's economy. Nintendo really knew what they were doing with this thing way before it even left the ground. After the card game took off, video game versions sprouted up everywhere. While the Game Boy has numerous Pokemon games in it's corner, the N64 was devoid of Poke-fun until the release of Pokemon Snap. Up until recently, I didn't even know the difference. When it was released, I almost believed it was a sad attempt to take more money from kids. Kind of like tricking them by releasing a substandard game that undeniably will be eaten up by fans. It looked basically like a game where 3-D versions of the characters ran around the screen and another character took pictures of them. It just didn't seem like much fun. Plus, Blockbuster Video allowed you to bring in your memory card and print your pictures out at the store. I was almost positive that was the whole concept of the game. I thought, &quot";What fun is it to take pictures of Pokemon, on a game no less, and then drive to Blockbuster just to get little stickers made out of them?&quot; I was glad I was wrong. My 11 year old nephew is really big into this stuff, so he rented Snap one day, and I played it out of sheer curiosity. From about 10 minutes into the game, it started to show through that this just wasn't a cheap marketing attempt by Nintendo. What began to be evident was that thee Big N had delivered a simple but addicting addition the the 64. The game begins with a man named Dr. Oak, a scientist whose entire work revolves around the study of Pokemon. He needs you, a supposed world-renowned photographer, to venture to Pokemon Island to snap some photos for his research. You get points for taking the pictures as you go along. But it is the Pokemon that you get pictures of that keeps this game moving. As you go along through the island, Pokemon will come at you from all directions and you have to get good pictures of them. The point is to get a picture of all the Pokemon in the game, and sometimes this gets a little tough. The more points and pictures you get, the more options become available to you. These options help you to &quot;uncover&quot; some of the more elusive Pokemon. These little things are sometimes a little tricky to find, but it never gets so hard that you get frustrated. The graphics are pretty good considering they don't have to be much in a game like this. All of the creatures and very detailed and are true to form of their card game origins. The Pokemon are cute little characters, and I'll admit that. That's one of the draws of this game. They run around doing cute little things and you have to take pictures of them in the act. It wouldn't be any fun if all they had grimaces on their faces and they were sitting around like bums. The level designs are pretty nice, also. You are always in some bright colorful world as each level goes by. There is always plenty to see in this game. Sometimes you just want to take pictures of other things in the level besides Pokemon because everything looks so nice. Feel free. It actually will help you along in the game later, but I won't talk about that too much here. There isn't much to deal with as far as gameplay is concerned. Your character basically maneuvers on a linear path in an automated little craft that carries you throughout the game. You don't really have to move much except for your camera. What controls you do have to use are responsive and never really get in the way. One bad point to note in this game is the fact that it is so short. Sure, the game is aimed at a younger audience, but even my little nephew blew through this game in an afternoon. I don't think that it would have been too hard to throw in some more levels, and all the Pokemon since not all of them are there. The game doesn't warrant any complaints otherwise, but I state them when I have them. Overall, Pokemon Snap is a pretty good game considering it could have been as horrible as I originally thought it was. I was satisfied with what it had to offer, and my nephew had a great time with it. Although it was easy to get through, it does have a high reply value simply because you can always get that &quot;better picture.&quot;" I found myself playing levels 6 or 7 times just because I wasn't satisfied with a couple of snapshots I had. If you are a serious gamer, I would recommend this as a rental just because it won't last long enough for the $50 you'd pay. That is unless your a big Pokemon fan, then I'd say go for it. This game is especially great for children, though. It has a fun theme, popular characters, and it is simple enough to let them have fun but is challenging enough to where they won't be bored after 20 minutes. I think there isn't a kid out there today that wouldn't have a blast with this one. Chakka""";;;;;;;;
"368613,""I am disappointed with the Pokemon craze. I enjoyed the first 2 Gameboy games, but since then, most of the games have been lackluster and boring. I wasn't expecting much from this game, but I was greatly surprised by how entertaining I found this game to be. No one else I know would give this a try, but I tried it, and ended up liking it. Snap is an original idea, and a great puzzle game. I personally don't like puzzle games, but this was different. In the game, you are a famous camera man, and Professor Oak needs your help to capture certain Pokemon on film. Snap was childish, yet difficult. Instead of taking pictures like a manic, the game encourages you to take your time, and search for Pokemon that may be hidden. There are certain goals in the game, which helps in making the player want to play more. There is a lot of replay value, because there are many Pokemon you have to capture on film. The only problems I had with this game were the fixed path you had to take during the game, and the small amount of actual Pokemon featured in the game. There were only about 56 Pokemon in Pokemon Snap, which isn't even half of the 151 Pokemon that exist. There is also a fixed path, that your vehicle takes, through the different Pokemon worlds. For instance, you can't wander off the path and walk up right next to a pokemon, it must come to you! Besides the obvious drawbacks, I found Pokemon Snap fun and entertaining. It had definite replay value, and colorful worlds. The hidden Pokemon were fun to find. The difficulty level was about 6 out of 10, although some Pokemon were really hard to find. I am sure that Pokemaniacs and Gamers alike will thoroughly enjoy this game.""";;;;;;;;;;;;;;
"372654,""Though, of course, that is not the point of the game. ^_^ In Pokemon Snap, you play as Tod, a young photographer enlisted by Professor Oak to take pictures for a report on the mysterious Pokemon. You are given many tools to aid you in your quest: A land rover, Pokemon yummies, devices called &quot";pester balls&quot; that can be a source of great fun (they're called &quot;pester&quot; balls, after all...so I use them to pester the little critters for no apparent reason whatsoever. ^_^) and a &quot;pokeflute&quot; that enchants the various Pokemon to perform tricks, stunts, or do a happy little dance for you. ^_^ There aren't too many levels, which may make this game seem a might short. However, it takes a lot of effort to get those &quot;perfect&quot; shots. To even get shots of some pokemon requires the use of tools that may have to be acquired after a level is completed, which requires going back through many levels, sometimes many times. There are also &quot;special&quot; shots that require something special done, like hitting something down, or throwing something a certain way. Warning! I am about to reveal some of the most high-scoring shots, and how to obtain them. Surfing Pikachu: Getting a shot of Surfing Pikachu is actually quite easy. However, you need to have the Pokemon food. You simply throw the apple-shaped food toward the surfboard in the beach level to lure the idling Pikachu over there. He'll jump on the surfboard, and VOILA! Surfing Pikachu! Pikachu On A Stump: Pikachu On A Stump can also be obtained in the beach level. This requires continually throwing pester balls into a certain patch of bushes near two stumps to lure out a big, green Scyther (it looks like a big bug). The Scyther will scare up two Pikachus, who will hop up onto the nearby stumps. To add a bonus, play the Pokeflute, and they'll throw around some electricity for you. ^_^ Pikachu On A Ball: In the tunnel level, you will see a Pikachu waiting by a phone. If you snap it's picture, it will run a few feet away and wait. Snap it's picture again, and it will hop up on an Electrode rolling by. Just be sure to snap the picture before Electrode explodes! ^_^ Speed Pikachu: No, it's not what you think. ^_^ In the river level, just before entering the gates at the end, you may catch a glimpse of a Pikachu peeking out from behind a log. Focus on it and manage to snap a photo, and he'll shoot out from behind the log. He's fast, so make sure to be ready to take his picture! Balloon Pikachu: This is one of the more difficult shots in the game. To acquire this shot requires rescuing the little rodent from a Zubat in the cave level who's swooped him up. To do this, you must hit either Zubat or Pikachu when the chance comes up with either Pokemon food, or a pester ball. I recommend the pokemon food, because you can throw them faster. Another thing to do is not to try to follow the Zubat. Stay in one place and throw the apples, and it'll probably end up running into them. When either Pikachu or the Zubat is hit, Zubat will drop Pikachu, and Pikachu will automatically sport balloons holding him up. Say, CHEESE! Pikachu Riding On Articuno's Back: This shot isn't difficult if you have obtained Balloon Pikachu. After rescuing Pikachu, you will see two Jinx around a crystal egg. Play the Pokeflute, and out will hatch a lovely Articuno. After this, you will enter a cave just before the level ends. Turn around here and stay turned around, and you will see Articuno fly in with you-know-who on his back. Jigglypuff Trio On Stage: To obtain this shot requires rescuing the three Jigglypuffs in distress in the cave level. The Jigglypuffs will be chased by Koffings. Your job is to hit the Koffings with either an apple, or a pester ball. This will free the Jigglypuff, who will then fly away. Free all three Jigglypuffs, and at the end of the level, turn to the left in the cave, and you will hear and see a trio of Jigglypuffs floating about and singing their haunting melody. Photographing Mew: The very last level of the game is in the domain of the rarest Pokemon of them all (and the cutest, in my opinion! ^_^), Mew! Mew will appear in his little protective bubble, which you must hit three times. He will then change to a different colored bubble, which also must be hit three times. At this point, he will appear on either side of the screen, but you must turn quickly to that side to be able to get a good shot at him. In order to get a close, clear shot, you must hit Mew with either an apple, or a pester ball. Again, I recommend the apples, because they can be thrown faster. You must keep hitting Mew with the apples until you can get close enough to him to get a good shot. However, he will disappear quickly if you are too close, and he will also disappear shortly after he stops spinning, which is when you can get the best shot. You must photograph him in that split second after he stops and before he disappears. It's tricky, but it can be done. Well, so much for tips. Graphics-wise, this game is very nicely done. The Pokemon work out quite nice in the three-dimensional world, and there are no poorly placed pixels anywhere. The controls are quite simple, and there is plenty of fun to be had in taking unusual pictures along with high-scoring ones. The best picture I've gotten so far is of one Magmar (a fire Pokemon) shooting flames onto another Magmar's behind. Needless to say, the surprised expression on the other one's face is priceless. ^_^ While many photos will go into the Pokemon Report, players can also put pictures that they like into a special Pokemon Album, where they can also attach quotes to the picture, like &quot;Hmm...I smell somethin' cookin'...&quot;" If they still exist, there are also places where players can turn their favorite photos into stickers to put all over their stuff. These booths, if they're still around, can be found at select Blockbuster video stores all around the country. Overall, this game is a blast, as long as one has a little patience. It may take a while to get those perfect shots, but it'll be worth it. And besides, even if you hate Pokemon, you can always get a kick out of running them over in your cruiser and knocking them silly (or unconscious) with apples and pester balls. ^_^""";;
"377412,""Introduction When looking at the Nintendo of today, I realize that they have sunk lower and lower as the years have progressed. Since the days of the mighty NES, they had a good run with the Super Nintendo, but now the Nintendo 64 is here, and Nintendo has produced only two 5-star games (Super Smash Brothers and Mario Party 2, both best played multiplayer). Nintendo appears to have focused more on producing second rate games (Zelda) and blatant Pokemon ripoffs like this.... I mean, do we really need a photo snapping game??? Thats all you do in this game: go around taking pictures of pokemon. Where is the fun in that? The only reason why anyone loves this game probably is because there's Pokemon in it. If this was a regular photo game (without the Pokemon in it) would it have gotten a 9 or 10??? Don't think so. So read on as I expose the TRUTH behind Pokemon Snap. Graphics (8.2/10) Okay, the graphics are pretty good. At least Nintendo didn't screw up on the graphics. The pokemon look pretty good in 3D, and it is a welcome change from seeing them in 2D (like in Pokemon Yellow for Game Boy). Each of the Pokemon look good, and when you focus on them and take their photo the pose they were in remains on the photo. The graphics are the only good thing in this terrible game. Character designs in the game are a mixed bag. All of the Pokemon look great and just like the Game Boy version of them, and they look even better when fully animated in 3D. Also, Ash and the doctor look pretty good, although you don't really get to see them too much in 3D. Definitely the highlights of the graphics in the game are the fact that you get to see the Pokemon in 3D, and those look pretty good. Overall, the character designs are decent. Overall, the graphics in Pokemon Snap are great. The best part of Pokemon Snap are the graphics, especially the character designs, because the various Pokemon look great in 3D. Music and Sound Effects (2.1/10) What is this terrible stuff? Words cannot describe how much I hated the music in this game. It is definitely some of the worst music I have ever heard. The sound effects are not much better, as they got very annoying to listen to after a while. I really am not a fan of the music or sound effects in the game, at all. Music in the game is very annoying. If anybody even likes this music, I want some of what they're smoking, because they have to be smoking to even think of enjoying the horribly repetitive music in the game. Every music piece in the game is terrible and sounds way too kiddy for my tastes. Overall, the music in the game really sucks. Sound effect wise, there are a lot of sound effects in the game but most of them get annoying after a while and very repetitive. The most annoying sound effect in the game is the sound of the camera snapping picture after picture. It really gets annoying after a while. Also, I want to shoot the pokemon after hearing some of their annoying sounds, not snap pictures of them. Overall, the sound effects are very annoying. Overall, I really hated both the music and sound effects in this crappy game. Both were very annoying and repetitive, and I did not enjoy hearing them in the least. Gameplay/Control (0.1/10) Never in my life have I wanted to hit myself after renting this game out. There goes a chance of me playing NBA Courtside 2. The game is not fun at all. All you do is go around taking pictures of Pokemon. Now I am a big fan of the Pokemon games on Game Boy (especially yellow) but the idea of a photo adventure game does not exie me in the least. I mean, whoever thought of this idea needs to be strangled. It is bad enough going around killing enemies (that gets really boring after a while, in my opinion), and it is even worse when you have to take pictures of pokemon. Is not that the worst idea for a video game ever or what? I swear, I do not know what these people were thinking when they made this game. It is clearly another way to milk the Pokemon franchise to death, because there is no redeeming qualities to play this game, besides the fact that you can take pictures of Pokemon, which doesn't matter if you are over the age of 10. You can take your cartridge to Blockbuster Video and print out pictures of the Pokemon you snapped, but does it really matter? Overall, I still have not figured out the point of this terrible game, and probably never will. The fact that the control is tedious and unforgiven does not help this terrible game out any. This was simply another way for Nintendo to make money off the Pokemon franchise, and the tediousness of the game proves this point exactly. If you like Pokemon, bad games, taking pictures, AND boring gameplay, make sure to get this game. if not, stay far away =========================== Other Important Scores =========================== Replay Value: on the level of eating dog poop Sheeyah. I just spent an hour bashing this game, what else am I going to say about the replay value besides the fact that the only replay value of the game is bashing the cartridge itself, because the game inside the cartridge is plain old horrible. Overall, the replay value in the game is terrible. Challenge: To Heck If I ever beat it The challenge is to keep on playing this stinker. I turned it off after half an hour and starting cursing at it, which was bad because I was playing it at Blockbuster Video at the time. The challenge was mostly reduced to snapping pictures of Pokemon. Really, how hard can it possibly be? Overall, this game has decent challenge. GOOD POINTS --------------- -You can play it at Blockbuster to see how horrible it is. -The cover looks okay. -You can see Pokemon in 3D. BAD POINTS ----------------- -What ISN'T a bad point about the game? -You have to take pictures of pokemon! the hell? -Terrible and repetitive music and sound effects. Overall (0.3/10) Overall, I still have not figured out the point of this horrible game, and probably never will. The fact that the control is tedious and unforgiven does not help this crappy game out any. This was simply another way for Nintendo to make money off the Pokemon franchise, and the tediousness of the game proves this point exactly. If you like Pokemon, bad games, taking pictures, AND boring gameplay, make sure to get this game. if not, stay far away""";;;;;;;;;;;;;;
"377795,""This game is possibly the best rent ever. If you love Pokemon, this is a must-rent. If you don't yet, you will after you play this. The concept behind this game is that you go through 6 levels (plus a hidden level) taking pictures of Pokemon! Sounds boring? It's not.. you get items throughout the game (PokeFood, PokeFlute, etc) and go back to the levels trying to get the perfect picture. The graphics are FANTASTIC, and there are all kinds of secrets to find to help you get great pictures. For example, if you hit certain fire pokemon into a fire pond, it evolves. You don't have to catch all the Pokemon (which is very hard!), but it's fun to try. There's really no &quot";end&quot;" to the game and no limit on how great the pictures you take can be. The only problem to the game is some of the secrets (a couple of which are required to progress) are very hard to find on your own (but you can find hints at www.gamefaqs.com) and once you do find them, the game is rather short. I've found it's a perfect game for a 5 day rental. If you really love Pokemon, buy it!""";;;;;;;;;;;;
"379047,""When I was a small boy of about 12 a brand new idea was released in America. This idea was known as Pokemon. I immediatly took to this idea because of the wonderful gameboy RPG's. After the gameboy games other Pokemon games began to hit the shelves. I belived any game with the name Pokemon printed across the cover had to be a good game my wallet and I soon learned that this was not so. As soon as the game Pokemon Snap appeared in stores I paid the full $40.00 to purchase it. As soon as I got home I ripped into the package with aspirations of a fun challenging game. One hour later the game was beat and three days later everything that could be done in the game had been done. The first mistake this game had was the price, $40.00 was not a resonable price at all because being geared towards kids about 7-13 this amount is too much when going on allowence alone. Some other mistakes in this game were, the fact that this game had no real goal attached, and the fact it was easily beatible by the kids it was geared toward. To talk about the fact there was no goal I must relate the theme of the game, to take pictures of pokemon to help research them. With this said I show that there is no real gaming goal such as taking out bad guys or saving the world. Throughout the game you are put into a moving vehicle you yourself do not control and you """"snap"""" pictures of pokemon for Professor Oak and he rates them. Another mistake that nintendo made with the creation of this game is the lack of all the pokemon. To me this shows that the makers just wanted to ship this one out as quickly as possible. Before I leave and get called bias I have to relate the best quality of this game, the graphics, the graphics are smooth and obviously the reason this game even a quarter good. I advise all gamers to refrain from buying by title as I mistakingly did and rent a game first.""";;;;;;;;;;;;;;
"381038,""This is a game in which you are Todd, a Pokemon photographer. You have been hired by Professor Oak, because you are one of the best photographers available, and he wants you to take pictures of Pokemon. You go around levels trying to find different secrets, and photograph different Pokemon. Your eventual goal, is to try to photograph the rarest Pokemon, Mew. To get to Mew, you need to have gotten all the items from Professor Oak, Pokemon Food, pester balls, and the Poke Flute. Also you are trying to gain access to all the different levels. After you have completed all of the levels, you try to find certain landmarks. After that, you gain entry to the land of the one and only, Mew. I did not like this game. To me it seemed like a total waste of money. All you basically are doing, is going around, and taking pictures of Pokemon. To me that is very boring. I prefer action games, such as Goldeneye. This is a boring game and I recommend you keep your $50 or so. Do not waste your money on this. What is wrong with this is that it just plain isn't interesting. Once again, I recommend you don't buy this game""";;;;;;;;;;;;;;
"384541,""This is one of those games that is fun ONCE, and then has no more plot or challenge. There are 63 Pokemon hidden throughout this Pokemon World, and it is your job to take pictures of them all! The better the picture, the higher the score. There are secrets to this game, for example, you can't get a picture of Charizard unless you knock Charmeleon into a mini volcano filled with lava. It is a little bit challenging when you play (that is, if you don't use a cheat guide and you don't get help from your friends). I was entertained by it and I'm 21, and my 30 year old sister enjoyed it as well. But like I said, don't buy it, just rent it. It's fun once. Take your game back to Blockbuster, and print off some stickers, and call it good. Michael Beck""";;;;;;;;;;;;;;
"385976,""This has got be one of the most boring game for the Nintendo 64 game console. I played this for maybe five minutes and I was bored out of my mind. Who really wants to take Pictures of a Pokemon anyway. I personally cannot see how people can take it, taking pictures of little animals, could it be in more boring. This is probably got to be one of the easiest games to beat for the Nintendo game console too. I have not beat it but I watched another kid do it in about an hour. Oh yeah, then there is the apples that you throw at the pokemon, wow they will do a trick for you. I know that the Pokemon craze is going around but please, no more!""";;;;;;;;;;;;;;
"387266,""We had been playing Pokemon red and blue for months and when my daughter heard that they were coming out with a Pokemon game for Nintendo 64, she couldn't wait for it to come out. We reserved it early and she eagerly awaited the day it would be released so we could run out and pick it up. The first few days were great. The graphics are wonderful. All 150 Pokemon are not available to take pictures of, which disappointed us, but there are some good ones in there. You play by trying to snap the best pictures and poses. The photos are graded by Professor Oak on size, pose, specials, and whether it is centered or not. She really enjoyed taking the pictures and trying to &quot";snap&quot;" better pictures the next time. I've even enjoyed playing along with her. (Sometimes I even kept playing after she quit) The knowledge that there could be a better score out there continuously brings me back. However, my daughter seldom plays anymore. She plays occasionally so that she can take her game to Blockbuster and print out stickers at the Snap station. They will also give you a collectable card at that time. (not compatible with the WOTC cards) We also entered the Snap contest with some of our pictures. That really got us playing again! It is a one player game, but my daughter and several friends have played it successfully (with almost no arguments) by taking turns and trying to out-snap each other. All-in-all it is an great game for what it is. I think it probably would be enjoyed more by the younger children for a longer period of time. It doesn't seem to be as challenging as the Gameboy games for kids a little older. This old kid here still loves playing though! We are now eagerly awaiting the release of Pokemon Stadium and hope that it is as good quality as we have come to expect from Nintendo.""";;;;;;;;;;;;
